instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,recency,frequency,monetary
704,2012-12-04,winter,2012,December,non holiday,tuesday,working day,"Clear, Partly cloudy",0.475833,0.469054,0.73375,0.174129,551,6055,6606,27,1,39999330
705,2012-12-05,winter,2012,December,non holiday,wednesday,working day,"Clear, Partly cloudy",0.438333,0.428012,0.485,0.324021,331,5398,5729,26,1,30925142
706,2012-12-06,winter,2012,December,non holiday,thursday,working day,"Clear, Partly cloudy",0.255833,0.258204,0.50875,0.174754,340,5035,5375,25,1,27063125
707,2012-12-07,winter,2012,December,non holiday,friday,working day,"Mist, Cloudy",0.320833,0.321958,0.764167,0.1306,349,4659,5008,24,1,23332272
708,2012-12-08,winter,2012,December,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.381667,0.389508,0.91125,0.101379,1153,4429,5582,23,1,24722678
709,2012-12-09,winter,2012,December,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.384167,0.390146,0.905417,0.157975,441,2787,3228,22,1,8996436
710,2012-12-10,winter,2012,December,non holiday,monday,working day,"Mist, Cloudy",0.435833,0.435575,0.925,0.190308,329,4841,5170,21,1,25027970
711,2012-12-11,winter,2012,December,non holiday,tuesday,working day,"Mist, Cloudy",0.353333,0.338363,0.596667,0.296037,282,5219,5501,20,1,28709719
712,2012-12-12,winter,2012,December,non holiday,wednesday,working day,"Mist, Cloudy",0.2975,0.297338,0.538333,0.162937,310,5009,5319,19,1,26642871
713,2012-12-13,winter,2012,December,non holiday,thursday,working day,"Clear, Partly cloudy",0.295833,0.294188,0.485833,0.174129,425,5107,5532,18,1,28251924
714,2012-12-14,winter,2012,December,non holiday,friday,working day,"Clear, Partly cloudy",0.281667,0.294192,0.642917,0.131229,429,5182,5611,17,1,29076202
715,2012-12-15,winter,2012,December,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.324167,0.338383,0.650417,0.10635,767,4280,5047,16,1,21601160
716,2012-12-16,winter,2012,December,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.3625,0.369938,0.83875,0.100742,538,3248,3786,15,1,12296928
717,2012-12-17,winter,2012,December,non holiday,monday,working day,"Mist, Cloudy",0.393333,0.4015,0.907083,0.0982583,212,4373,4585,14,1,20050205
718,2012-12-18,winter,2012,December,non holiday,tuesday,working day,"Clear, Partly cloudy",0.410833,0.409708,0.66625,0.221404,433,5124,5557,13,1,28474068
719,2012-12-19,winter,2012,December,non holiday,wednesday,working day,"Clear, Partly cloudy",0.3325,0.342162,0.625417,0.184092,333,4934,5267,12,1,25987378
720,2012-12-20,winter,2012,December,non holiday,thursday,working day,"Mist, Cloudy",0.33,0.335217,0.667917,0.132463,314,3814,4128,11,1,15744192
721,2012-12-21,springer,2012,December,non holiday,friday,working day,"Mist, Cloudy",0.326667,0.301767,0.556667,0.374383,221,3402,3623,10,1,12325446
722,2012-12-22,springer,2012,December,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.265833,0.236113,0.44125,0.407346,205,1544,1749,9,1,2700456
723,2012-12-23,springer,2012,December,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.245833,0.259471,0.515417,0.133083,408,1379,1787,8,1,2464273
724,2012-12-24,springer,2012,December,non holiday,monday,working day,"Mist, Cloudy",0.231304,0.2589,0.791304,0.0772304,174,746,920,7,1,686320
725,2012-12-25,springer,2012,December,holiday,tuesday,weekend/holiday,"Mist, Cloudy",0.291304,0.294465,0.734783,0.168726,440,573,1013,6,1,580449
726,2012-12-26,springer,2012,December,non holiday,wednesday,working day,"Light Snow, Light Rain",0.243333,0.220333,0.823333,0.316546,9,432,441,5,1,190512
727,2012-12-27,springer,2012,December,non holiday,thursday,working day,"Mist, Cloudy",0.254167,0.226642,0.652917,0.350133,247,1867,2114,4,1,3946838
728,2012-12-28,springer,2012,December,non holiday,friday,working day,"Mist, Cloudy",0.253333,0.255046,0.59,0.155471,644,2451,3095,3,1,7585845
729,2012-12-29,springer,2012,December,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.253333,0.2424,0.752917,0.124383,159,1182,1341,2,1,1585062
730,2012-12-30,springer,2012,December,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.255833,0.2317,0.483333,0.350754,364,1432,1796,1,1,2571872
731,2012-12-31,springer,2012,December,non holiday,monday,working day,"Mist, Cloudy",0.215833,0.223487,0.5775,0.154846,439,2290,2729,0,1,6249410
